model,case_id,condition,evidence_state,policy_first_disposition,record_first_disposition,policy_first_correct,record_first_correct
mlx-community/Phi-4-mini-instruct-mlx-4Bit,complaint_callback-valid-3,commit_then_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-conflict-1,commit_then_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-conflict-1,evidence_checklist,conflict,INELIGIBLE,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-conflict-1,independent_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-conflict-1,prior_rationale,conflict,INELIGIBLE,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-conflict-2,commit_then_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-conflict-2,evidence_checklist,conflict,INELIGIBLE,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-conflict-2,independent_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-conflict-2,prior_rationale,conflict,INELIGIBLE,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-conflict-3,commit_then_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-conflict-3,evidence_checklist,conflict,INELIGIBLE,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-conflict-3,independent_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-conflict-3,prior_rationale,conflict,INELIGIBLE,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-invalid-1,independent_review,invalid,NEED_INFORMATION,INELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-invalid-2,commit_then_review,invalid,NEED_INFORMATION,INELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-invalid-2,independent_review,invalid,NEED_INFORMATION,INELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-invalid-3,commit_then_review,invalid,NEED_INFORMATION,HUMAN_REVIEW,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-invalid-3,independent_review,invalid,NEED_INFORMATION,INELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-valid-1,commit_then_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-valid-1,evidence_checklist,valid,INELIGIBLE,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-valid-1,independent_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-valid-1,prior_rationale,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-valid-2,commit_then_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-valid-2,independent_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-valid-2,prior_rationale,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-valid-3,commit_then_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-valid-3,evidence_checklist,valid,INELIGIBLE,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-valid-3,independent_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,document_support-valid-3,prior_rationale,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-conflict-1,commit_then_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-conflict-1,evidence_checklist,conflict,INELIGIBLE,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-conflict-1,independent_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-conflict-2,commit_then_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-conflict-2,evidence_checklist,conflict,INELIGIBLE,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-conflict-2,independent_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-conflict-2,prior_rationale,conflict,ELIGIBLE,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-conflict-3,commit_then_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-conflict-3,evidence_checklist,conflict,INELIGIBLE,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-conflict-3,independent_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-invalid-1,prior_rationale,invalid,NEED_INFORMATION,INELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-invalid-2,independent_review,invalid,NEED_INFORMATION,HUMAN_REVIEW,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-invalid-3,independent_review,invalid,NEED_INFORMATION,HUMAN_REVIEW,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-valid-1,commit_then_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-valid-1,evidence_checklist,valid,NEED_INFORMATION,HUMAN_REVIEW,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-valid-1,independent_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-valid-1,prior_rationale,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-valid-2,commit_then_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-valid-2,evidence_checklist,valid,NEED_INFORMATION,HUMAN_REVIEW,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-valid-2,independent_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-valid-2,prior_rationale,valid,HUMAN_REVIEW,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-valid-3,commit_then_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-valid-3,evidence_checklist,valid,NEED_INFORMATION,HUMAN_REVIEW,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-valid-3,independent_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,family_contact-valid-3,prior_rationale,valid,HUMAN_REVIEW,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,interpretation_booking-conflict-1,commit_then_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,interpretation_booking-conflict-1,evidence_checklist,conflict,ELIGIBLE,INELIGIBLE,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,interpretation_booking-conflict-1,independent_review,conflict,NEED_INFORMATION,ELIGIBLE,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,interpretation_booking-conflict-2,commit_then_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,interpretation_booking-conflict-2,evidence_checklist,conflict,ELIGIBLE,INELIGIBLE,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,interpretation_booking-conflict-2,independent_review,conflict,NEED_INFORMATION,ELIGIBLE,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,interpretation_booking-conflict-3,commit_then_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,interpretation_booking-conflict-3,evidence_checklist,conflict,ELIGIBLE,INELIGIBLE,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,interpretation_booking-conflict-3,independent_review,conflict,HUMAN_REVIEW,ELIGIBLE,True,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,interpretation_booking-incomplete-1,evidence_checklist,incomplete,NEED_INFORMATION,INELIGIBLE,True,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,interpretation_booking-incomplete-1,prior_rationale,incomplete,NEED_INFORMATION,INELIGIBLE,True,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,interpretation_booking-incomplete-2,prior_rationale,incomplete,NEED_INFORMATION,INELIGIBLE,True,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,interpretation_booking-incomplete-3,prior_rationale,incomplete,NEED_INFORMATION,INELIGIBLE,True,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,interpretation_booking-invalid-1,independent_review,invalid,NEED_INFORMATION,INELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,interpretation_booking-invalid-2,commit_then_review,invalid,NEED_INFORMATION,INELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,interpretation_booking-invalid-2,independent_review,invalid,NEED_INFORMATION,INELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,interpretation_booking-invalid-3,independent_review,invalid,NEED_INFORMATION,INELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,interpretation_booking-valid-1,commit_then_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,interpretation_booking-valid-2,commit_then_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,interpretation_booking-valid-3,commit_then_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-conflict-1,commit_then_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-conflict-1,evidence_checklist,conflict,INELIGIBLE,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-conflict-1,independent_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-conflict-2,commit_then_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-conflict-2,evidence_checklist,conflict,INELIGIBLE,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-conflict-2,independent_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-conflict-3,commit_then_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-conflict-3,evidence_checklist,conflict,INELIGIBLE,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-conflict-3,independent_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-incomplete-1,evidence_checklist,incomplete,HUMAN_REVIEW,INELIGIBLE,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-incomplete-2,evidence_checklist,incomplete,NEED_INFORMATION,INELIGIBLE,True,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-incomplete-3,evidence_checklist,incomplete,HUMAN_REVIEW,INELIGIBLE,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-invalid-1,independent_review,invalid,NEED_INFORMATION,,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-invalid-2,commit_then_review,invalid,NEED_INFORMATION,INELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-invalid-2,independent_review,invalid,NEED_INFORMATION,INELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-invalid-3,commit_then_review,invalid,NEED_INFORMATION,HUMAN_REVIEW,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-invalid-3,independent_review,invalid,NEED_INFORMATION,INELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-valid-1,commit_then_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-valid-1,evidence_checklist,valid,INELIGIBLE,HUMAN_REVIEW,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-valid-1,independent_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-valid-1,prior_rationale,valid,HUMAN_REVIEW,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-valid-2,commit_then_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-valid-2,evidence_checklist,valid,INELIGIBLE,HUMAN_REVIEW,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-valid-2,independent_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-valid-2,prior_rationale,valid,HUMAN_REVIEW,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-valid-3,commit_then_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-valid-3,evidence_checklist,valid,INELIGIBLE,HUMAN_REVIEW,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-valid-3,independent_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,legal_information-valid-3,prior_rationale,valid,HUMAN_REVIEW,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-conflict-1,commit_then_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-conflict-1,evidence_checklist,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-conflict-1,independent_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-conflict-2,commit_then_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-conflict-2,evidence_checklist,conflict,INELIGIBLE,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-conflict-2,independent_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-conflict-3,commit_then_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-conflict-3,evidence_checklist,conflict,INELIGIBLE,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-conflict-3,independent_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-incomplete-2,evidence_checklist,incomplete,NEED_INFORMATION,INELIGIBLE,True,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-invalid-1,commit_then_review,invalid,NEED_INFORMATION,HUMAN_REVIEW,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-invalid-1,independent_review,invalid,NEED_INFORMATION,HUMAN_REVIEW,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-invalid-2,commit_then_review,invalid,NEED_INFORMATION,HUMAN_REVIEW,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-invalid-2,independent_review,invalid,NEED_INFORMATION,INELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-invalid-3,commit_then_review,invalid,NEED_INFORMATION,HUMAN_REVIEW,False,False
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-invalid-3,independent_review,invalid,NEED_INFORMATION,INELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-valid-1,commit_then_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-valid-1,independent_review,valid,HUMAN_REVIEW,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-valid-1,prior_rationale,valid,HUMAN_REVIEW,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-valid-2,commit_then_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-valid-2,independent_review,valid,HUMAN_REVIEW,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-valid-2,prior_rationale,valid,HUMAN_REVIEW,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-valid-3,commit_then_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-valid-3,evidence_checklist,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-valid-3,independent_review,valid,HUMAN_REVIEW,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,remote_checkin-valid-3,prior_rationale,valid,HUMAN_REVIEW,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-conflict-1,evidence_checklist,conflict,INELIGIBLE,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-conflict-1,independent_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-conflict-1,prior_rationale,conflict,INELIGIBLE,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-conflict-2,commit_then_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-conflict-2,evidence_checklist,conflict,INELIGIBLE,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-conflict-2,independent_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-conflict-2,prior_rationale,conflict,INELIGIBLE,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-conflict-3,evidence_checklist,conflict,INELIGIBLE,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-conflict-3,independent_review,conflict,NEED_INFORMATION,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-conflict-3,prior_rationale,conflict,INELIGIBLE,HUMAN_REVIEW,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-invalid-2,independent_review,invalid,NEED_INFORMATION,INELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-invalid-3,independent_review,invalid,NEED_INFORMATION,INELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-valid-1,commit_then_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-valid-1,evidence_checklist,valid,INELIGIBLE,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-valid-1,independent_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-valid-1,prior_rationale,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-valid-2,commit_then_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-valid-2,evidence_checklist,valid,INELIGIBLE,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-valid-2,independent_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-valid-2,prior_rationale,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-valid-3,commit_then_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-valid-3,evidence_checklist,valid,INELIGIBLE,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-valid-3,independent_review,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Phi-4-mini-instruct-mlx-4Bit,shelter_maintenance-valid-3,prior_rationale,valid,NEED_INFORMATION,ELIGIBLE,False,True
mlx-community/Qwen3-4B-Instruct-2507-4bit,accessible_transport-invalid-2,commit_then_review,invalid,ELIGIBLE,INELIGIBLE,False,True
mlx-community/Qwen3-4B-Instruct-2507-4bit,accessible_transport-invalid-2,independent_review,invalid,,ELIGIBLE,False,False
mlx-community/Qwen3-4B-Instruct-2507-4bit,complaint_callback-invalid-2,commit_then_review,invalid,INELIGIBLE,ELIGIBLE,True,False
mlx-community/Qwen3-4B-Instruct-2507-4bit,complaint_callback-invalid-2,evidence_checklist,invalid,ELIGIBLE,,False,False
mlx-community/Qwen3-4B-Instruct-2507-4bit,document_support-invalid-2,commit_then_review,invalid,INELIGIBLE,ELIGIBLE,True,False
mlx-community/Qwen3-4B-Instruct-2507-4bit,family_contact-invalid-3,evidence_checklist,invalid,,ELIGIBLE,False,False
mlx-community/Qwen3-4B-Instruct-2507-4bit,interpretation_booking-invalid-1,prior_rationale,invalid,,ELIGIBLE,False,False
mlx-community/Qwen3-4B-Instruct-2507-4bit,interpretation_booking-invalid-2,commit_then_review,invalid,ELIGIBLE,INELIGIBLE,False,True
mlx-community/Qwen3-4B-Instruct-2507-4bit,remote_checkin-invalid-3,evidence_checklist,invalid,ELIGIBLE,,False,False
mlx-community/Qwen3-4B-Instruct-2507-4bit,shelter_maintenance-invalid-2,evidence_checklist,invalid,,ELIGIBLE,False,False
mlx-community/Qwen3-4B-Instruct-2507-4bit,shelter_maintenance-invalid-2,prior_rationale,invalid,,ELIGIBLE,False,False
mlx-community/gemma-3-text-4b-it-4bit,accessible_transport-incomplete-1,evidence_checklist,incomplete,NEED_INFORMATION,ELIGIBLE,True,False
mlx-community/gemma-3-text-4b-it-4bit,accessible_transport-incomplete-2,evidence_checklist,incomplete,NEED_INFORMATION,ELIGIBLE,True,False
mlx-community/gemma-3-text-4b-it-4bit,accessible_transport-incomplete-3,evidence_checklist,incomplete,NEED_INFORMATION,ELIGIBLE,True,False
mlx-community/gemma-3-text-4b-it-4bit,accessible_transport-invalid-1,evidence_checklist,invalid,NEED_INFORMATION,ELIGIBLE,False,False
mlx-community/gemma-3-text-4b-it-4bit,accessible_transport-invalid-2,evidence_checklist,invalid,INELIGIBLE,ELIGIBLE,True,False
mlx-community/gemma-3-text-4b-it-4bit,accessible_transport-invalid-3,evidence_checklist,invalid,NEED_INFORMATION,ELIGIBLE,False,False
mlx-community/gemma-3-text-4b-it-4bit,complaint_callback-incomplete-1,evidence_checklist,incomplete,NEED_INFORMATION,ELIGIBLE,True,False
mlx-community/gemma-3-text-4b-it-4bit,complaint_callback-incomplete-2,evidence_checklist,incomplete,NEED_INFORMATION,ELIGIBLE,True,False
mlx-community/gemma-3-text-4b-it-4bit,complaint_callback-incomplete-3,evidence_checklist,incomplete,NEED_INFORMATION,ELIGIBLE,True,False
mlx-community/gemma-3-text-4b-it-4bit,document_support-incomplete-1,evidence_checklist,incomplete,NEED_INFORMATION,ELIGIBLE,True,False
mlx-community/gemma-3-text-4b-it-4bit,document_support-incomplete-2,evidence_checklist,incomplete,NEED_INFORMATION,ELIGIBLE,True,False
mlx-community/gemma-3-text-4b-it-4bit,document_support-incomplete-3,evidence_checklist,incomplete,NEED_INFORMATION,ELIGIBLE,True,False
mlx-community/gemma-3-text-4b-it-4bit,interpretation_booking-incomplete-1,evidence_checklist,incomplete,NEED_INFORMATION,ELIGIBLE,True,False
mlx-community/gemma-3-text-4b-it-4bit,interpretation_booking-incomplete-2,evidence_checklist,incomplete,NEED_INFORMATION,ELIGIBLE,True,False
mlx-community/gemma-3-text-4b-it-4bit,interpretation_booking-incomplete-3,evidence_checklist,incomplete,NEED_INFORMATION,ELIGIBLE,True,False
mlx-community/gemma-3-text-4b-it-4bit,legal_information-incomplete-2,evidence_checklist,incomplete,NEED_INFORMATION,ELIGIBLE,True,False
mlx-community/gemma-3-text-4b-it-4bit,legal_information-incomplete-3,evidence_checklist,incomplete,NEED_INFORMATION,ELIGIBLE,True,False
mlx-community/gemma-3-text-4b-it-4bit,legal_information-invalid-3,evidence_checklist,invalid,INELIGIBLE,ELIGIBLE,True,False
mlx-community/gemma-3-text-4b-it-4bit,remote_checkin-incomplete-1,commit_then_review,incomplete,NEED_INFORMATION,ELIGIBLE,True,False
mlx-community/gemma-3-text-4b-it-4bit,remote_checkin-incomplete-1,evidence_checklist,incomplete,NEED_INFORMATION,ELIGIBLE,True,False
mlx-community/gemma-3-text-4b-it-4bit,remote_checkin-incomplete-1,prior_rationale,incomplete,NEED_INFORMATION,ELIGIBLE,True,False
mlx-community/gemma-3-text-4b-it-4bit,remote_checkin-incomplete-2,commit_then_review,incomplete,NEED_INFORMATION,ELIGIBLE,True,False
mlx-community/gemma-3-text-4b-it-4bit,remote_checkin-incomplete-2,evidence_checklist,incomplete,NEED_INFORMATION,ELIGIBLE,True,False
