model,case_id,variant_id,evidence_state,surface_form,comparison,independent_disposition,comparison_disposition,independent_correct,comparison_correct,change_kind
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-conflict-2,family_contact-conflict-2--policy_first,conflict,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-conflict-2,family_contact-conflict-2--record_first,conflict,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-conflict-2,family_contact-conflict-2--record_first,conflict,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-conflict-2,family_contact-conflict-2--record_first,conflict,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-conflict-3,family_contact-conflict-3--policy_first,conflict,policy_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-conflict-3,family_contact-conflict-3--policy_first,conflict,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-conflict-3,family_contact-conflict-3--record_first,conflict,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-conflict-3,family_contact-conflict-3--record_first,conflict,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-conflict-3,family_contact-conflict-3--record_first,conflict,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-incomplete-1,family_contact-incomplete-1--policy_first,incomplete,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-incomplete-1,family_contact-incomplete-1--record_first,incomplete,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-incomplete-1,family_contact-incomplete-1--record_first,incomplete,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-incomplete-1,family_contact-incomplete-1--record_first,incomplete,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-incomplete-2,family_contact-incomplete-2--policy_first,incomplete,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-incomplete-2,family_contact-incomplete-2--record_first,incomplete,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-incomplete-2,family_contact-incomplete-2--record_first,incomplete,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-incomplete-2,family_contact-incomplete-2--record_first,incomplete,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-incomplete-3,family_contact-incomplete-3--policy_first,incomplete,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-incomplete-3,family_contact-incomplete-3--record_first,incomplete,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-incomplete-3,family_contact-incomplete-3--record_first,incomplete,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-incomplete-3,family_contact-incomplete-3--record_first,incomplete,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-invalid-1,family_contact-invalid-1--policy_first,invalid,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-invalid-1,family_contact-invalid-1--record_first,invalid,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-invalid-1,family_contact-invalid-1--record_first,invalid,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-invalid-1,family_contact-invalid-1--record_first,invalid,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-invalid-2,family_contact-invalid-2--policy_first,invalid,policy_first,commit_then_review,INELIGIBLE,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-invalid-2,family_contact-invalid-2--record_first,invalid,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-invalid-2,family_contact-invalid-2--record_first,invalid,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-invalid-2,family_contact-invalid-2--record_first,invalid,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-invalid-3,family_contact-invalid-3--policy_first,invalid,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-invalid-3,family_contact-invalid-3--record_first,invalid,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-invalid-3,family_contact-invalid-3--record_first,invalid,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-invalid-3,family_contact-invalid-3--record_first,invalid,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-valid-1,family_contact-valid-1--policy_first,valid,policy_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-valid-1,family_contact-valid-1--policy_first,valid,policy_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-valid-1,family_contact-valid-1--policy_first,valid,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-valid-1,family_contact-valid-1--record_first,valid,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-valid-1,family_contact-valid-1--record_first,valid,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-valid-1,family_contact-valid-1--record_first,valid,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-valid-2,family_contact-valid-2--record_first,valid,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-valid-2,family_contact-valid-2--record_first,valid,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-valid-2,family_contact-valid-2--record_first,valid,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-valid-3,family_contact-valid-3--policy_first,valid,policy_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-valid-3,family_contact-valid-3--policy_first,valid,policy_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,family_contact-valid-3,family_contact-valid-3--policy_first,valid,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-conflict-1,interpretation_booking-conflict-1--policy_first,conflict,policy_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-conflict-1,interpretation_booking-conflict-1--policy_first,conflict,policy_first,commit_then_review,NEED_INFORMATION,HUMAN_REVIEW,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-conflict-2,interpretation_booking-conflict-2--policy_first,conflict,policy_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-conflict-2,interpretation_booking-conflict-2--policy_first,conflict,policy_first,commit_then_review,NEED_INFORMATION,HUMAN_REVIEW,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-conflict-3,interpretation_booking-conflict-3--policy_first,conflict,policy_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-conflict-3,interpretation_booking-conflict-3--policy_first,conflict,policy_first,commit_then_review,NEED_INFORMATION,HUMAN_REVIEW,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-incomplete-1,interpretation_booking-incomplete-1--policy_first,incomplete,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-incomplete-1,interpretation_booking-incomplete-1--record_first,incomplete,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-incomplete-1,interpretation_booking-incomplete-1--record_first,incomplete,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-incomplete-1,interpretation_booking-incomplete-1--record_first,incomplete,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-incomplete-2,interpretation_booking-incomplete-2--policy_first,incomplete,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-incomplete-2,interpretation_booking-incomplete-2--record_first,incomplete,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-incomplete-2,interpretation_booking-incomplete-2--record_first,incomplete,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-incomplete-2,interpretation_booking-incomplete-2--record_first,incomplete,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-incomplete-3,interpretation_booking-incomplete-3--policy_first,incomplete,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-incomplete-3,interpretation_booking-incomplete-3--record_first,incomplete,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-incomplete-3,interpretation_booking-incomplete-3--record_first,incomplete,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-incomplete-3,interpretation_booking-incomplete-3--record_first,incomplete,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-invalid-1,interpretation_booking-invalid-1--policy_first,invalid,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-invalid-1,interpretation_booking-invalid-1--record_first,invalid,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-invalid-1,interpretation_booking-invalid-1--record_first,invalid,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-invalid-1,interpretation_booking-invalid-1--record_first,invalid,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-invalid-2,interpretation_booking-invalid-2--policy_first,invalid,policy_first,evidence_checklist,NEED_INFORMATION,INELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-invalid-2,interpretation_booking-invalid-2--record_first,invalid,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-invalid-2,interpretation_booking-invalid-2--record_first,invalid,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-invalid-2,interpretation_booking-invalid-2--record_first,invalid,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-invalid-3,interpretation_booking-invalid-3--policy_first,invalid,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-invalid-3,interpretation_booking-invalid-3--record_first,invalid,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-invalid-3,interpretation_booking-invalid-3--record_first,invalid,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,interpretation_booking-invalid-3,interpretation_booking-invalid-3--record_first,invalid,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-conflict-1,legal_information-conflict-1--policy_first,conflict,policy_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-conflict-1,legal_information-conflict-1--policy_first,conflict,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-conflict-1,legal_information-conflict-1--record_first,conflict,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-conflict-1,legal_information-conflict-1--record_first,conflict,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-conflict-1,legal_information-conflict-1--record_first,conflict,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-conflict-2,legal_information-conflict-2--policy_first,conflict,policy_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-conflict-2,legal_information-conflict-2--policy_first,conflict,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-conflict-2,legal_information-conflict-2--record_first,conflict,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-conflict-2,legal_information-conflict-2--record_first,conflict,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-conflict-2,legal_information-conflict-2--record_first,conflict,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-conflict-3,legal_information-conflict-3--policy_first,conflict,policy_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-conflict-3,legal_information-conflict-3--policy_first,conflict,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-conflict-3,legal_information-conflict-3--record_first,conflict,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-conflict-3,legal_information-conflict-3--record_first,conflict,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-conflict-3,legal_information-conflict-3--record_first,conflict,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-incomplete-1,legal_information-incomplete-1--policy_first,incomplete,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-incomplete-1,legal_information-incomplete-1--record_first,incomplete,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-incomplete-1,legal_information-incomplete-1--record_first,incomplete,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-incomplete-1,legal_information-incomplete-1--record_first,incomplete,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-incomplete-2,legal_information-incomplete-2--policy_first,incomplete,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-incomplete-2,legal_information-incomplete-2--record_first,incomplete,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-incomplete-2,legal_information-incomplete-2--record_first,incomplete,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-incomplete-2,legal_information-incomplete-2--record_first,incomplete,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-incomplete-3,legal_information-incomplete-3--policy_first,incomplete,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-incomplete-3,legal_information-incomplete-3--record_first,incomplete,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-incomplete-3,legal_information-incomplete-3--record_first,incomplete,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-incomplete-3,legal_information-incomplete-3--record_first,incomplete,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-invalid-1,legal_information-invalid-1--policy_first,invalid,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-invalid-1,legal_information-invalid-1--record_first,invalid,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-invalid-1,legal_information-invalid-1--record_first,invalid,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-invalid-1,legal_information-invalid-1--record_first,invalid,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-invalid-2,legal_information-invalid-2--policy_first,invalid,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-invalid-2,legal_information-invalid-2--record_first,invalid,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-invalid-2,legal_information-invalid-2--record_first,invalid,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-invalid-2,legal_information-invalid-2--record_first,invalid,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-invalid-3,legal_information-invalid-3--policy_first,invalid,policy_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-invalid-3,legal_information-invalid-3--policy_first,invalid,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-invalid-3,legal_information-invalid-3--record_first,invalid,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-invalid-3,legal_information-invalid-3--record_first,invalid,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-invalid-3,legal_information-invalid-3--record_first,invalid,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,False,different_same_correctness
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-valid-1,legal_information-valid-1--record_first,valid,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-valid-1,legal_information-valid-1--record_first,valid,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-valid-1,legal_information-valid-1--record_first,valid,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-valid-2,legal_information-valid-2--record_first,valid,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-valid-2,legal_information-valid-2--record_first,valid,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-valid-2,legal_information-valid-2--record_first,valid,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-valid-3,legal_information-valid-3--record_first,valid,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-valid-3,legal_information-valid-3--record_first,valid,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,legal_information-valid-3,legal_information-valid-3--record_first,valid,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-conflict-1,remote_checkin-conflict-1--policy_first,conflict,policy_first,commit_then_review,ELIGIBLE,HUMAN_REVIEW,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-conflict-2,remote_checkin-conflict-2--policy_first,conflict,policy_first,commit_then_review,ELIGIBLE,HUMAN_REVIEW,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-conflict-3,remote_checkin-conflict-3--policy_first,conflict,policy_first,commit_then_review,ELIGIBLE,HUMAN_REVIEW,False,True,corrective
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-incomplete-1,remote_checkin-incomplete-1--policy_first,incomplete,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-incomplete-1,remote_checkin-incomplete-1--record_first,incomplete,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-incomplete-1,remote_checkin-incomplete-1--record_first,incomplete,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-incomplete-1,remote_checkin-incomplete-1--record_first,incomplete,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-incomplete-2,remote_checkin-incomplete-2--policy_first,incomplete,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-incomplete-2,remote_checkin-incomplete-2--record_first,incomplete,record_first,prior_rationale,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-incomplete-2,remote_checkin-incomplete-2--record_first,incomplete,record_first,evidence_checklist,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-incomplete-2,remote_checkin-incomplete-2--record_first,incomplete,record_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
mlx-community/Mistral-7B-Instruct-v0.3-4bit,remote_checkin-incomplete-3,remote_checkin-incomplete-3--policy_first,incomplete,policy_first,commit_then_review,NEED_INFORMATION,ELIGIBLE,True,False,harmful
