model,model_id,revision,case_id,variant_id,service_family,surface_form,evidence_state,target_disposition,condition,parser_mode,predicted_disposition,reply_characters,reply_words,unsupported_identifier_count,disposition_correct,clause_correct,evidence_correct,fully_grounded,schema_valid,strict_format,failure_to_correct,false_eligibility,appropriate_information_request,appropriate_human_review,changed_disposition,corrective_update,harmful_update,preliminary_correct
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-incomplete-2,interpretation_booking-incomplete-2--record_first,interpretation_booking,record_first,incomplete,NEED_INFORMATION,independent_review,strict,ELIGIBLE,165,23,0,0,0,1,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-incomplete-2,interpretation_booking-incomplete-2--record_first,interpretation_booking,record_first,incomplete,NEED_INFORMATION,prior_rationale,strict,ELIGIBLE,212,29,0,0,0,1,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-incomplete-2,interpretation_booking-incomplete-2--record_first,interpretation_booking,record_first,incomplete,NEED_INFORMATION,evidence_checklist,strict,ELIGIBLE,201,26,0,0,0,1,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-incomplete-2,interpretation_booking-incomplete-2--record_first,interpretation_booking,record_first,incomplete,NEED_INFORMATION,commit_then_review,strict,ELIGIBLE,165,23,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-incomplete-3,interpretation_booking-incomplete-3--policy_first,interpretation_booking,policy_first,incomplete,NEED_INFORMATION,independent_review,strict,ELIGIBLE,276,35,0,0,0,1,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-incomplete-3,interpretation_booking-incomplete-3--policy_first,interpretation_booking,policy_first,incomplete,NEED_INFORMATION,prior_rationale,strict,ELIGIBLE,314,45,0,0,0,1,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-incomplete-3,interpretation_booking-incomplete-3--policy_first,interpretation_booking,policy_first,incomplete,NEED_INFORMATION,evidence_checklist,strict,ELIGIBLE,317,45,0,0,0,1,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-incomplete-3,interpretation_booking-incomplete-3--policy_first,interpretation_booking,policy_first,incomplete,NEED_INFORMATION,commit_then_review,strict,ELIGIBLE,324,48,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-incomplete-3,interpretation_booking-incomplete-3--record_first,interpretation_booking,record_first,incomplete,NEED_INFORMATION,independent_review,strict,ELIGIBLE,186,25,0,0,0,1,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-incomplete-3,interpretation_booking-incomplete-3--record_first,interpretation_booking,record_first,incomplete,NEED_INFORMATION,prior_rationale,strict,ELIGIBLE,212,29,0,0,0,1,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-incomplete-3,interpretation_booking-incomplete-3--record_first,interpretation_booking,record_first,incomplete,NEED_INFORMATION,evidence_checklist,strict,ELIGIBLE,201,26,0,0,0,1,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-incomplete-3,interpretation_booking-incomplete-3--record_first,interpretation_booking,record_first,incomplete,NEED_INFORMATION,commit_then_review,strict,ELIGIBLE,211,30,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-1,interpretation_booking-conflict-1--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,independent_review,strict,ELIGIBLE,163,21,0,0,0,0,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-1,interpretation_booking-conflict-1--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,prior_rationale,strict,ELIGIBLE,148,20,0,0,0,0,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-1,interpretation_booking-conflict-1--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,evidence_checklist,strict,ELIGIBLE,147,18,0,0,0,0,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-1,interpretation_booking-conflict-1--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,commit_then_review,strict,ELIGIBLE,154,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-1,interpretation_booking-conflict-1--record_first,interpretation_booking,record_first,conflict,HUMAN_REVIEW,independent_review,strict,ELIGIBLE,153,21,0,0,0,0,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-1,interpretation_booking-conflict-1--record_first,interpretation_booking,record_first,conflict,HUMAN_REVIEW,prior_rationale,strict,ELIGIBLE,148,20,0,0,0,0,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-1,interpretation_booking-conflict-1--record_first,interpretation_booking,record_first,conflict,HUMAN_REVIEW,evidence_checklist,strict,ELIGIBLE,153,21,0,0,0,0,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-1,interpretation_booking-conflict-1--record_first,interpretation_booking,record_first,conflict,HUMAN_REVIEW,commit_then_review,strict,ELIGIBLE,163,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-2,interpretation_booking-conflict-2--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,independent_review,strict,ELIGIBLE,163,21,0,0,0,0,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-2,interpretation_booking-conflict-2--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,prior_rationale,strict,ELIGIBLE,148,20,0,0,0,0,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-2,interpretation_booking-conflict-2--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,evidence_checklist,strict,ELIGIBLE,151,20,0,0,0,0,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-2,interpretation_booking-conflict-2--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,commit_then_review,strict,ELIGIBLE,154,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-2,interpretation_booking-conflict-2--record_first,interpretation_booking,record_first,conflict,HUMAN_REVIEW,independent_review,strict,ELIGIBLE,163,21,0,0,0,0,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-2,interpretation_booking-conflict-2--record_first,interpretation_booking,record_first,conflict,HUMAN_REVIEW,prior_rationale,strict,ELIGIBLE,148,20,0,0,0,0,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-2,interpretation_booking-conflict-2--record_first,interpretation_booking,record_first,conflict,HUMAN_REVIEW,evidence_checklist,strict,ELIGIBLE,153,21,0,0,0,0,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-2,interpretation_booking-conflict-2--record_first,interpretation_booking,record_first,conflict,HUMAN_REVIEW,commit_then_review,strict,ELIGIBLE,163,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-3,interpretation_booking-conflict-3--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,independent_review,strict,ELIGIBLE,163,21,0,0,0,0,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-3,interpretation_booking-conflict-3--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,prior_rationale,strict,ELIGIBLE,148,20,0,0,0,0,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-3,interpretation_booking-conflict-3--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,evidence_checklist,strict,ELIGIBLE,147,18,0,0,0,0,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-3,interpretation_booking-conflict-3--policy_first,interpretation_booking,policy_first,conflict,HUMAN_REVIEW,commit_then_review,strict,ELIGIBLE,154,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-3,interpretation_booking-conflict-3--record_first,interpretation_booking,record_first,conflict,HUMAN_REVIEW,independent_review,strict,ELIGIBLE,163,21,0,0,0,0,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-3,interpretation_booking-conflict-3--record_first,interpretation_booking,record_first,conflict,HUMAN_REVIEW,prior_rationale,strict,ELIGIBLE,148,20,0,0,0,0,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-3,interpretation_booking-conflict-3--record_first,interpretation_booking,record_first,conflict,HUMAN_REVIEW,evidence_checklist,strict,ELIGIBLE,153,21,0,0,0,0,0,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,interpretation_booking-conflict-3,interpretation_booking-conflict-3--record_first,interpretation_booking,record_first,conflict,HUMAN_REVIEW,commit_then_review,strict,ELIGIBLE,163,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-1,remote_checkin-valid-1--policy_first,remote_checkin,policy_first,valid,ELIGIBLE,independent_review,strict,ELIGIBLE,171,26,0,1,1,1,1,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-1,remote_checkin-valid-1--policy_first,remote_checkin,policy_first,valid,ELIGIBLE,prior_rationale,strict,ELIGIBLE,167,25,0,1,1,1,1,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-1,remote_checkin-valid-1--policy_first,remote_checkin,policy_first,valid,ELIGIBLE,evidence_checklist,strict,ELIGIBLE,153,22,0,1,1,1,1,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-1,remote_checkin-valid-1--policy_first,remote_checkin,policy_first,valid,ELIGIBLE,commit_then_review,strict,ELIGIBLE,171,26,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-1,remote_checkin-valid-1--record_first,remote_checkin,record_first,valid,ELIGIBLE,independent_review,strict,ELIGIBLE,161,23,0,1,1,1,1,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-1,remote_checkin-valid-1--record_first,remote_checkin,record_first,valid,ELIGIBLE,prior_rationale,strict,ELIGIBLE,160,23,0,1,1,1,1,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-1,remote_checkin-valid-1--record_first,remote_checkin,record_first,valid,ELIGIBLE,evidence_checklist,strict,ELIGIBLE,144,20,0,1,1,1,1,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-1,remote_checkin-valid-1--record_first,remote_checkin,record_first,valid,ELIGIBLE,commit_then_review,strict,ELIGIBLE,174,25,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-2,remote_checkin-valid-2--policy_first,remote_checkin,policy_first,valid,ELIGIBLE,independent_review,strict,ELIGIBLE,171,26,0,1,1,1,1,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-2,remote_checkin-valid-2--policy_first,remote_checkin,policy_first,valid,ELIGIBLE,prior_rationale,strict,ELIGIBLE,147,22,0,1,1,1,1,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-2,remote_checkin-valid-2--policy_first,remote_checkin,policy_first,valid,ELIGIBLE,evidence_checklist,strict,ELIGIBLE,153,22,0,1,1,1,1,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-2,remote_checkin-valid-2--policy_first,remote_checkin,policy_first,valid,ELIGIBLE,commit_then_review,strict,ELIGIBLE,171,26,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-2,remote_checkin-valid-2--record_first,remote_checkin,record_first,valid,ELIGIBLE,independent_review,strict,ELIGIBLE,161,23,0,1,1,1,1,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-2,remote_checkin-valid-2--record_first,remote_checkin,record_first,valid,ELIGIBLE,prior_rationale,strict,ELIGIBLE,160,23,0,1,1,1,1,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-2,remote_checkin-valid-2--record_first,remote_checkin,record_first,valid,ELIGIBLE,evidence_checklist,strict,ELIGIBLE,144,20,0,1,1,1,1,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-2,remote_checkin-valid-2--record_first,remote_checkin,record_first,valid,ELIGIBLE,commit_then_review,strict,ELIGIBLE,160,23,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-3,remote_checkin-valid-3--policy_first,remote_checkin,policy_first,valid,ELIGIBLE,independent_review,strict,ELIGIBLE,171,26,0,1,1,1,1,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-3,remote_checkin-valid-3--policy_first,remote_checkin,policy_first,valid,ELIGIBLE,prior_rationale,strict,ELIGIBLE,167,25,0,1,1,1,1,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-3,remote_checkin-valid-3--policy_first,remote_checkin,policy_first,valid,ELIGIBLE,evidence_checklist,strict,ELIGIBLE,155,22,0,1,1,1,1,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-3,remote_checkin-valid-3--policy_first,remote_checkin,policy_first,valid,ELIGIBLE,commit_then_review,strict,ELIGIBLE,171,26,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-3,remote_checkin-valid-3--record_first,remote_checkin,record_first,valid,ELIGIBLE,independent_review,strict,ELIGIBLE,161,23,0,1,1,1,1,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-3,remote_checkin-valid-3--record_first,remote_checkin,record_first,valid,ELIGIBLE,prior_rationale,strict,ELIGIBLE,160,23,0,1,1,1,1,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-3,remote_checkin-valid-3--record_first,remote_checkin,record_first,valid,ELIGIBLE,evidence_checklist,strict,ELIGIBLE,144,20,0,1,1,1,1,1,1,0,0,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-valid-3,remote_checkin-valid-3--record_first,remote_checkin,record_first,valid,ELIGIBLE,commit_then_review,strict,ELIGIBLE,174,25,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-invalid-1,remote_checkin-invalid-1--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,independent_review,strict,ELIGIBLE,496,79,0,0,0,1,0,1,1,0,1,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-invalid-1,remote_checkin-invalid-1--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,prior_rationale,strict,ELIGIBLE,519,83,0,0,0,1,0,1,1,0,1,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-invalid-1,remote_checkin-invalid-1--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,evidence_checklist,strict,ELIGIBLE,480,73,0,0,0,1,0,1,1,0,1,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-invalid-1,remote_checkin-invalid-1--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,commit_then_review,strict,ELIGIBLE,37,3,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-invalid-1,remote_checkin-invalid-1--record_first,remote_checkin,record_first,invalid,INELIGIBLE,independent_review,strict,ELIGIBLE,373,61,0,0,0,1,0,1,1,0,1,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-invalid-1,remote_checkin-invalid-1--record_first,remote_checkin,record_first,invalid,INELIGIBLE,prior_rationale,strict,ELIGIBLE,316,52,0,0,0,1,0,1,1,0,1,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-invalid-1,remote_checkin-invalid-1--record_first,remote_checkin,record_first,invalid,INELIGIBLE,evidence_checklist,strict,ELIGIBLE,384,60,0,0,0,1,0,1,1,0,1,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-invalid-1,remote_checkin-invalid-1--record_first,remote_checkin,record_first,invalid,INELIGIBLE,commit_then_review,strict,ELIGIBLE,573,90,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-invalid-2,remote_checkin-invalid-2--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,independent_review,strict,ELIGIBLE,645,98,0,0,0,1,0,1,1,0,1,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-invalid-2,remote_checkin-invalid-2--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,prior_rationale,strict,ELIGIBLE,517,79,0,0,0,1,0,1,1,0,1,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-invalid-2,remote_checkin-invalid-2--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,evidence_checklist,strict,ELIGIBLE,300,50,0,0,0,1,0,1,1,0,1,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-invalid-2,remote_checkin-invalid-2--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,commit_then_review,strict,ELIGIBLE,37,3,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-invalid-2,remote_checkin-invalid-2--record_first,remote_checkin,record_first,invalid,INELIGIBLE,independent_review,strict,ELIGIBLE,442,66,0,0,0,1,0,1,1,0,1,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-invalid-2,remote_checkin-invalid-2--record_first,remote_checkin,record_first,invalid,INELIGIBLE,prior_rationale,strict,ELIGIBLE,439,68,0,0,0,1,0,1,1,0,1,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-invalid-2,remote_checkin-invalid-2--record_first,remote_checkin,record_first,invalid,INELIGIBLE,evidence_checklist,strict,ELIGIBLE,426,69,0,0,0,1,0,1,1,0,1,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-invalid-2,remote_checkin-invalid-2--record_first,remote_checkin,record_first,invalid,INELIGIBLE,commit_then_review,strict,ELIGIBLE,37,3,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-invalid-3,remote_checkin-invalid-3--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,independent_review,strict,ELIGIBLE,502,80,0,0,0,1,0,1,1,0,1,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-invalid-3,remote_checkin-invalid-3--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,prior_rationale,strict,ELIGIBLE,327,52,0,0,0,1,0,1,1,0,1,0,0,,,,
Qwen3-4B,mlx-community/Qwen3-4B-Instruct-2507-4bit,50d427756c6b1b2fe0c0a10f67fbda1fc8e82c1b,remote_checkin-invalid-3,remote_checkin-invalid-3--policy_first,remote_checkin,policy_first,invalid,INELIGIBLE,evidence_checklist,strict,ELIGIBLE,427,68,0,0,0,1,0,1,1,0,1,0,0,,,,
